"wbic_year","wbic","year","county","class","len.in","len.mm","wt","sex"
"406900_1991",406900,1991,"Forest","CCD",18.6,472.44,1000,"M"
"406900_1991",406900,1991,"Forest","CCD",18.6,472.44,1100,"M"
"406900_1991",406900,1991,"Forest","CCD",18.7,474.98,1300,"F"
"406900_1991",406900,1991,"Forest","CCD",18.7,474.98,1000,"M"
"406900_1991",406900,1991,"Forest","CCD",18.8,477.52,1350,"F"
"406900_1991",406900,1991,"Forest","CCD",18.8,477.52,1100,"M"
"406900_1991",406900,1991,"Forest","CCD",18.9,480.06,1100,"F"
"406900_1991",406900,1991,"Forest","CCD",18.9,480.06,1150,"F"
"406900_1991",406900,1991,"Forest","CCD",19.1,485.14,1250,"F"
"406900_1991",406900,1991,"Forest","CCD",19.2,487.68,1150,"F"
"406900_1991",406900,1991,"Forest","CCD",19.2,487.68,1550,"F"
"406900_1991",406900,1991,"Forest","CCD",19.2,487.68,1300,"F"
"406900_1991",406900,1991,"Forest","CCD",19.2,487.68,1600,"F"
"406900_1991",406900,1991,"Forest","CCD",19.2,487.68,1100,"M"
"406900_1991",406900,1991,"Forest","CCD",19.2,487.68,1150,"M"
"406900_1991",406900,1991,"Forest","CCD",19.2,487.68,1200,"M"
"406900_1991",406900,1991,"Forest","CCD",19.3,490.22,1250,"M"
"406900_1991",406900,1991,"Forest","CCD",19.4,492.76,1200,"M"
"406900_1991",406900,1991,"Forest","CCD",19.5,495.3,1100,"F"
"406900_1991",406900,1991,"Forest","CCD",19.5,495.3,1150,"M"
"406900_1991",406900,1991,"Forest","CCD",19.6,497.84,1350,"F"
"406900_1991",406900,1991,"Forest","CCD",19.6,497.84,1300,"M"
"406900_1991",406900,1991,"Forest","CCD",19.6,497.84,1300,"M"
"406900_1991",406900,1991,"Forest","CCD",19.6,497.84,1000,"M"
"406900_1991",406900,1991,"Forest","CCD",19.7,500.38,1250,"F"
"406900_1991",406900,1991,"Forest","CCD",19.7,500.38,1250,"M"
"406900_1991",406900,1991,"Forest","CCD",19.8,502.92,1350,"F"
"406900_1991",406900,1991,"Forest","CCD",19.8,502.92,1400,"F"
"406900_1991",406900,1991,"Forest","CCD",20,508,1300,"M"
"406900_1991",406900,1991,"Forest","CCD",20,508,1150,"M"
"406900_1991",406900,1991,"Forest","CCD",20.1,510.54,1650,"F"
"406900_1991",406900,1991,"Forest","CCD",20.3,515.62,1500,"F"
"406900_1991",406900,1991,"Forest","CCD",20.3,515.62,1500,"F"
"406900_1991",406900,1991,"Forest","CCD",20.3,515.62,1500,"F"
"406900_1991",406900,1991,"Forest","CCD",20.3,515.62,1500,"F"
"406900_1991",406900,1991,"Forest","CCD",20.3,515.62,1150,"M"
"406900_1991",406900,1991,"Forest","CCD",20.3,515.62,1200,"M"
"406900_1991",406900,1991,"Forest","CCD",20.4,518.16,1300,"M"
"406900_1991",406900,1991,"Forest","CCD",20.6,523.24,1900,"F"
"406900_1991",406900,1991,"Forest","CCD",20.7,525.78,1500,"M"
"406900_1991",406900,1991,"Forest","CCD",20.8,528.32,1600,"F"
"406900_1991",406900,1991,"Forest","CCD",20.8,528.32,1500,"F"
"406900_1991",406900,1991,"Forest","CCD",20.8,528.32,1600,"F"
"406900_1991",406900,1991,"Forest","CCD",20.8,528.32,1700,"F"
"406900_1991",406900,1991,"Forest","CCD",20.9,530.86,1400,"M"
"406900_1991",406900,1991,"Forest","CCD",21,533.4,1600,"F"
"406900_1991",406900,1991,"Forest","CCD",21.2,538.48,1600,"F"
"406900_1991",406900,1991,"Forest","CCD",21.2,538.48,1700,"F"
"406900_1991",406900,1991,"Forest","CCD",21.3,541.02,1750,"F"
"406900_1991",406900,1991,"Forest","CCD",21.3,541.02,1800,"F"
"406900_1991",406900,1991,"Forest","CCD",21.3,541.02,1400,"M"
"406900_1991",406900,1991,"Forest","CCD",21.5,546.1,1900,"F"
"406900_1991",406900,1991,"Forest","CCD",21.9,556.26,1600,"F"
"406900_1991",406900,1991,"Forest","CCD",21.9,556.26,2050,"F"
"406900_1991",406900,1991,"Forest","CCD",21.9,556.26,1800,"F"
"406900_1991",406900,1991,"Forest","CCD",21.9,556.26,2200,"F"
"406900_1991",406900,1991,"Forest","CCD",22,558.8,2300,"F"
"406900_1991",406900,1991,"Forest","CCD",22.1,561.34,2000,"F"
"406900_1991",406900,1991,"Forest","CCD",22.1,561.34,2000,"F"
"406900_1991",406900,1991,"Forest","CCD",22.3,566.42,2200,"F"
"406900_1991",406900,1991,"Forest","CCD",22.5,571.5,1800,"F"
"406900_1991",406900,1991,"Forest","CCD",22.6,574.04,2400,"F"
"406900_1991",406900,1991,"Forest","CCD",22.7,576.58,2300,"F"
"406900_1991",406900,1991,"Forest","CCD",22.8,579.12,2200,"F"
"406900_1991",406900,1991,"Forest","CCD",22.9,581.66,2100,"F"
"406900_1991",406900,1991,"Forest","CCD",23.1,586.74,2200,"F"
"406900_1991",406900,1991,"Forest","CCD",23.2,589.28,2300,"F"
"406900_1991",406900,1991,"Forest","CCD",23.2,589.28,2500,"F"
"406900_1991",406900,1991,"Forest","CCD",23.3,591.82,1450,"F"
"406900_1991",406900,1991,"Forest","CCD",23.4,594.36,2600,"F"
"406900_1991",406900,1991,"Forest","CCD",23.6,599.44,2350,"F"
"406900_1991",406900,1991,"Forest","CCD",23.6,599.44,2300,"F"
"406900_1991",406900,1991,"Forest","CCD",23.7,601.98,2800,"F"
"406900_1991",406900,1991,"Forest","CCD",23.8,604.52,2400,"F"
"406900_1991",406900,1991,"Forest","CCD",23.9,607.06,2500,"F"
"406900_1991",406900,1991,"Forest","CCD",24,609.6,2700,"F"
"406900_1991",406900,1991,"Forest","CCD",24.1,612.14,2500,"F"
"406900_1991",406900,1991,"Forest","CCD",24.1,612.14,2100,"F"
"406900_1991",406900,1991,"Forest","CCD",24.1,612.14,3000,"F"
"406900_1991",406900,1991,"Forest","CCD",24.4,619.76,2800,"F"
"406900_1991",406900,1991,"Forest","CCD",24.6,624.84,2700,"F"
"406900_1991",406900,1991,"Forest","CCD",24.7,627.38,3000,"F"
"406900_1991",406900,1991,"Forest","CCD",24.8,629.92,2900,"F"
"406900_1991",406900,1991,"Forest","CCD",24.9,632.46,2700,"F"
"406900_1991",406900,1991,"Forest","CCD",25.1,637.54,3000,"F"
"406900_1991",406900,1991,"Forest","CCD",25.2,640.08,3200,"F"
"406900_1991",406900,1991,"Forest","CCD",25.4,645.16,2700,"F"
"406900_1991",406900,1991,"Forest","CCD",25.6,650.24,2900,"F"
"406900_1991",406900,1991,"Forest","CCD",25.8,655.32,3000,"F"
"406900_1991",406900,1991,"Forest","CCD",26.4,670.56,3700,"F"
"418700_1996",418700,1996,"Oconto","CCC",9.9,251.46,86.18,"U"
"418700_1996",418700,1996,"Oconto","CCC",10.1,256.54,113.4,"M"
"418700_1996",418700,1996,"Oconto","CCC",10.8,274.32,140.61,"M"
"418700_1996",418700,1996,"Oconto","CCC",10.9,276.86,140.61,"U"
"418700_1996",418700,1996,"Oconto","CCC",11,279.4,140.61,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.1,281.94,140.61,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.1,281.94,172.37,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.2,284.48,140.61,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.4,289.56,199.58,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.4,289.56,226.8,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.4,289.56,172.37,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.5,292.1,113.4,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.6,294.64,199.58,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.7,297.18,199.58,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.7,297.18,199.58,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.8,299.72,199.58,"M"
"418700_1996",418700,1996,"Oconto","CCC",11.9,302.26,172.37,"M"
"418700_1996",418700,1996,"Oconto","CCC",12,304.8,140.61,"M"
"418700_1996",418700,1996,"Oconto","CCC",12,304.8,199.58,"M"
"418700_1996",418700,1996,"Oconto","CCC",12,304.8,226.8,"M"
"418700_1996",418700,1996,"Oconto","CCC",12.1,307.34,199.58,"M"
"418700_1996",418700,1996,"Oconto","CCC",12.2,309.88,226.8,"M"
"418700_1996",418700,1996,"Oconto","CCC",12.3,312.42,172.37,"U"
"418700_1996",418700,1996,"Oconto","CCC",12.5,317.5,226.8,"U"
"418700_1996",418700,1996,"Oconto","CCC",12.5,317.5,226.8,"M"
"418700_1996",418700,1996,"Oconto","CCC",12.9,327.66,254.01,"M"
"418700_1996",418700,1996,"Oconto","CCC",13,330.2,285.76,"M"
"418700_1996",418700,1996,"Oconto","CCC",13,330.2,254.01,"M"
"418700_1996",418700,1996,"Oconto","CCC",13.3,337.82,285.76,"M"
"418700_1996",418700,1996,"Oconto","CCC",13.5,342.9,254.01,"M"
"418700_1996",418700,1996,"Oconto","CCC",13.6,345.44,285.76,"M"
"418700_1996",418700,1996,"Oconto","CCC",13.7,347.98,312.98,"M"
"418700_1996",418700,1996,"Oconto","CCC",13.8,350.52,312.98,"M"
"418700_1996",418700,1996,"Oconto","CCC",14,355.6,312.98,"M"
"418700_1996",418700,1996,"Oconto","CCC",14,355.6,340.19,"M"
"418700_1996",418700,1996,"Oconto","CCC",14,355.6,340.19,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.1,358.14,399.16,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.1,358.14,453.59,"F"
"418700_1996",418700,1996,"Oconto","CCC",14.1,358.14,367.41,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.1,358.14,340.19,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.2,360.68,367.41,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.2,360.68,340.19,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.3,363.22,399.16,"F"
"418700_1996",418700,1996,"Oconto","CCC",14.3,363.22,367.41,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.4,365.76,399.16,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.5,368.3,426.38,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.5,368.3,367.41,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.5,368.3,367.41,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.8,375.92,367.41,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.8,375.92,453.59,"M"
"418700_1996",418700,1996,"Oconto","CCC",14.8,375.92,340.19,"M"
"418700_1996",418700,1996,"Oconto","CCC",15,381,453.59,"M"
"418700_1996",418700,1996,"Oconto","CCC",15,381,367.41,"M"
"418700_1996",418700,1996,"Oconto","CCC",15.1,383.54,426.38,"M"
"418700_1996",418700,1996,"Oconto","CCC",15.2,386.08,426.38,"M"
"418700_1996",418700,1996,"Oconto","CCC",15.3,388.62,480.81,"M"
"418700_1996",418700,1996,"Oconto","CCC",15.5,393.7,453.59,"M"
"418700_1996",418700,1996,"Oconto","CCC",15.7,398.78,285.76,"M"
"418700_1996",418700,1996,"Oconto","CCC",15.8,401.32,480.81,"F"
"418700_1996",418700,1996,"Oconto","CCC",15.8,401.32,426.38,"M"
"418700_1996",418700,1996,"Oconto","CCC",15.9,403.86,426.38,"M"
"418700_1996",418700,1996,"Oconto","CCC",15.9,403.86,539.77,"F"
"418700_1996",418700,1996,"Oconto","CCC",15.9,403.86,512.56,"M"
"418700_1996",418700,1996,"Oconto","CCC",16,406.4,453.59,"M"
"418700_1996",418700,1996,"Oconto","CCC",16,406.4,566.99,"F"
"418700_1996",418700,1996,"Oconto","CCC",16.2,411.48,399.16,"M"
"418700_1996",418700,1996,"Oconto","CCC",16.4,416.56,453.59,"M"
"418700_1996",418700,1996,"Oconto","CCC",16.6,421.64,512.56,"M"
"418700_1996",418700,1996,"Oconto","CCC",16.6,421.64,539.77,"F"
"418700_1996",418700,1996,"Oconto","CCC",16.7,424.18,653.17,"U"
"418700_1996",418700,1996,"Oconto","CCC",16.8,426.72,625.96,"U"
"418700_1996",418700,1996,"Oconto","CCC",16.8,426.72,480.81,"F"
"418700_1996",418700,1996,"Oconto","CCC",16.9,429.26,680.39,"F"
"418700_1996",418700,1996,"Oconto","CCC",17.1,434.34,453.59,"F"
"418700_1996",418700,1996,"Oconto","CCC",17.2,436.88,625.96,"F"
"418700_1996",418700,1996,"Oconto","CCC",17.3,439.42,680.39,"M"
"418700_1996",418700,1996,"Oconto","CCC",17.5,444.5,793.79,"U"
"418700_1996",418700,1996,"Oconto","CCC",17.6,447.04,653.17,"M"
"418700_1996",418700,1996,"Oconto","CCC",17.8,452.12,739.36,"U"
"418700_1996",418700,1996,"Oconto","CCC",18,457.2,680.39,"U"
"418700_1996",418700,1996,"Oconto","CCC",18.2,462.28,539.77,"M"
"418700_1996",418700,1996,"Oconto","CCC",18.2,462.28,707.6,"M"
"418700_1996",418700,1996,"Oconto","CCC",18.3,464.82,539.77,"F"
"418700_1996",418700,1996,"Oconto","CCC",19,482.6,879.97,"F"
"418700_1996",418700,1996,"Oconto","CCC",19.2,487.68,1020.58,"F"
"418700_1996",418700,1996,"Oconto","CCC",20,508,1614.79,"F"
"418700_1996",418700,1996,"Oconto","CCC",20.4,518.16,1161.2,"F"
"418700_1996",418700,1996,"Oconto","CCC",20.8,528.32,1079.55,"F"
"418700_1996",418700,1996,"Oconto","CCC",25.5,647.7,2440.33,"F"
"418700_1996",418700,1996,"Oconto","CCC",25.7,652.78,2948.35,"F"
"608400_2013",608400,2013,"Florence","CCC",6.8,172.72,58.97,"U"
"608400_2013",608400,2013,"Florence","CCC",7,177.8,58.97,"U"
"608400_2013",608400,2013,"Florence","CCC",7.1,180.34,58.97,"U"
"608400_2013",608400,2013,"Florence","CCC",7.1,180.34,86.18,"U"
"608400_2013",608400,2013,"Florence","CCC",7.3,185.42,86.18,"U"
"608400_2013",608400,2013,"Florence","CCC",7.3,185.42,58.97,"U"
"608400_2013",608400,2013,"Florence","CCC",7.5,190.5,86.18,"U"
"608400_2013",608400,2013,"Florence","CCC",7.5,190.5,86.18,"U"
"608400_2013",608400,2013,"Florence","CCC",7.6,193.04,58.97,"U"
"608400_2013",608400,2013,"Florence","CCC",7.6,193.04,86.18,"U"
"608400_2013",608400,2013,"Florence","CCC",7.7,195.58,86.18,"U"
"608400_2013",608400,2013,"Florence","CCC",8.2,208.28,86.18,"U"
"608400_2013",608400,2013,"Florence","CCC",8.2,208.28,58.97,"U"
"608400_2013",608400,2013,"Florence","CCC",8.2,208.28,113.4,"U"
"608400_2013",608400,2013,"Florence","CCC",8.3,210.82,113.4,"U"
"608400_2013",608400,2013,"Florence","CCC",8.4,213.36,86.18,"U"
"608400_2013",608400,2013,"Florence","CCC",9.3,236.22,140.61,"U"
"608400_2013",608400,2013,"Florence","CCC",15.7,398.78,625.96,"M"
"608400_2013",608400,2013,"Florence","CCC",16.2,411.48,594.21,"M"
"608400_2013",608400,2013,"Florence","CCC",16.4,416.56,707.6,"M"
"608400_2013",608400,2013,"Florence","CCC",16.6,421.64,653.17,"M"
"608400_2013",608400,2013,"Florence","CCC",17.1,434.34,852.75,"F"
"608400_2013",608400,2013,"Florence","CCC",17.1,434.34,793.79,"M"
"608400_2013",608400,2013,"Florence","CCC",17.4,441.96,793.79,"M"
"608400_2013",608400,2013,"Florence","CCC",17.4,441.96,852.75,"M"
"608400_2013",608400,2013,"Florence","CCC",17.5,444.5,934.4,"M"
"608400_2013",608400,2013,"Florence","CCC",17.6,447.04,1360.78,"F"
"608400_2013",608400,2013,"Florence","CCC",17.8,452.12,907.18,"F"
"608400_2013",608400,2013,"Florence","CCC",18,457.2,907.18,"U"
"608400_2013",608400,2013,"Florence","CCC",18,457.2,852.75,"M"
"608400_2013",608400,2013,"Florence","CCC",18.1,459.74,852.75,"M"
"608400_2013",608400,2013,"Florence","CCC",18.2,462.28,1020.58,"M"
"608400_2013",608400,2013,"Florence","CCC",18.3,464.82,966.15,"M"
"608400_2013",608400,2013,"Florence","CCC",18.4,467.36,934.4,"M"
"608400_2013",608400,2013,"Florence","CCC",18.5,469.9,966.15,"M"
"608400_2013",608400,2013,"Florence","CCC",18.5,469.9,934.4,"M"
"608400_2013",608400,2013,"Florence","CCC",18.8,477.52,1079.55,"F"
"608400_2013",608400,2013,"Florence","CCC",19.1,485.14,966.15,"M"
"608400_2013",608400,2013,"Florence","CCC",19.1,485.14,1079.55,"M"
"608400_2013",608400,2013,"Florence","CCC",19.1,485.14,1192.95,"F"
"608400_2013",608400,2013,"Florence","CCC",19.2,487.68,1192.95,"M"
"608400_2013",608400,2013,"Florence","CCC",19.2,487.68,1079.55,"F"
"608400_2013",608400,2013,"Florence","CCC",19.5,495.3,1079.55,"M"
"608400_2013",608400,2013,"Florence","CCC",19.5,495.3,1106.77,"M"
"608400_2013",608400,2013,"Florence","CCC",19.7,500.38,1360.78,"F"
"608400_2013",608400,2013,"Florence","CCC",20,508,1419.74,"F"
"608400_2013",608400,2013,"Florence","CCC",20.1,510.54,1133.98,"F"
"608400_2013",608400,2013,"Florence","CCC",20.5,520.7,1020.58,"U"
"608400_2013",608400,2013,"Florence","CCC",20.6,523.24,1306.35,"F"
"608400_2013",608400,2013,"Florence","CCC",20.6,523.24,1419.74,"F"
"608400_2013",608400,2013,"Florence","CCC",20.7,525.78,1247.38,"M"
"608400_2013",608400,2013,"Florence","CCC",20.9,530.86,1474.18,"F"
"608400_2013",608400,2013,"Florence","CCC",20.9,530.86,1387.99,"F"
"608400_2013",608400,2013,"Florence","CCC",21.5,546.1,1419.74,"F"
"608400_2013",608400,2013,"Florence","CCC",21.7,551.18,1927.77,"F"
"608400_2013",608400,2013,"Florence","CCC",22,558.8,1614.79,"M"
"608400_2013",608400,2013,"Florence","CCC",22.1,561.34,1646.54,"F"
"608400_2013",608400,2013,"Florence","CCC",22.1,561.34,1673.76,"F"
"608400_2013",608400,2013,"Florence","CCC",22.1,561.34,1700.97,"F"
"608400_2013",608400,2013,"Florence","CCC",22.4,568.96,1700.97,"F"
"608400_2013",608400,2013,"Florence","CCC",24.6,624.84,2608.16,"F"
"608400_2013",608400,2013,"Florence","CCC",26.5,673.1,2780.52,"U"
"651600_2012",651600,2012,"Florence","CCD",12.6,320.04,340.19,"U"
"651600_2012",651600,2012,"Florence","CCD",16.1,408.94,653.17,"M"
"651600_2012",651600,2012,"Florence","CCD",17.1,434.34,879.97,"M"
"651600_2012",651600,2012,"Florence","CCD",17.1,434.34,739.36,"M"
"651600_2012",651600,2012,"Florence","CCD",17.6,447.04,852.75,"M"
"651600_2012",651600,2012,"Florence","CCD",17.6,447.04,907.18,"M"
"651600_2012",651600,2012,"Florence","CCD",17.8,452.12,821,"M"
"651600_2012",651600,2012,"Florence","CCD",17.8,452.12,852.75,"M"
"651600_2012",651600,2012,"Florence","CCD",18,457.2,934.4,"M"
"651600_2012",651600,2012,"Florence","CCD",18.1,459.74,934.4,"M"
"651600_2012",651600,2012,"Florence","CCD",18.3,464.82,966.15,"M"
"651600_2012",651600,2012,"Florence","CCD",18.4,467.36,966.15,"M"
"651600_2012",651600,2012,"Florence","CCD",18.4,467.36,934.4,"M"
"651600_2012",651600,2012,"Florence","CCD",18.5,469.9,907.18,"M"
"651600_2012",651600,2012,"Florence","CCD",18.6,472.44,934.4,"M"
"651600_2012",651600,2012,"Florence","CCD",18.6,472.44,1047.8,"M"
"651600_2012",651600,2012,"Florence","CCD",18.7,474.98,1020.58,"M"
"651600_2012",651600,2012,"Florence","CCD",18.8,477.52,1106.77,"M"
"651600_2012",651600,2012,"Florence","CCD",18.9,480.06,966.15,"M"
"651600_2012",651600,2012,"Florence","CCD",18.9,480.06,934.4,"M"
"651600_2012",651600,2012,"Florence","CCD",18.9,480.06,1020.58,"M"
"651600_2012",651600,2012,"Florence","CCD",18.9,480.06,1020.58,"M"
"651600_2012",651600,2012,"Florence","CCD",18.9,480.06,1079.55,"M"
"651600_2012",651600,2012,"Florence","CCD",19.1,485.14,1106.77,"M"
"651600_2012",651600,2012,"Florence","CCD",19.2,487.68,1047.8,"M"
"651600_2012",651600,2012,"Florence","CCD",19.2,487.68,966.15,"M"
"651600_2012",651600,2012,"Florence","CCD",19.2,487.68,1161.2,"M"
"651600_2012",651600,2012,"Florence","CCD",19.4,492.76,1161.2,"M"
"651600_2012",651600,2012,"Florence","CCD",19.4,492.76,1192.95,"M"
"651600_2012",651600,2012,"Florence","CCD",19.4,492.76,1020.58,"M"
"651600_2012",651600,2012,"Florence","CCD",19.4,492.76,1133.98,"M"
"651600_2012",651600,2012,"Florence","CCD",19.5,495.3,1047.8,"M"
"651600_2012",651600,2012,"Florence","CCD",19.5,495.3,1133.98,"M"
"651600_2012",651600,2012,"Florence","CCD",19.5,495.3,1192.95,"M"
"651600_2012",651600,2012,"Florence","CCD",19.7,500.38,1220.16,"M"
"651600_2012",651600,2012,"Florence","CCD",19.9,505.46,993.37,"M"
"651600_2012",651600,2012,"Florence","CCD",20,508,1419.74,"F"
"651600_2012",651600,2012,"Florence","CCD",20.1,510.54,1419.74,"F"
"651600_2012",651600,2012,"Florence","CCD",20.1,510.54,1247.38,"M"
"651600_2012",651600,2012,"Florence","CCD",20.2,513.08,1247.38,"M"
"651600_2012",651600,2012,"Florence","CCD",20.6,523.24,1360.78,"M"
"651600_2012",651600,2012,"Florence","CCD",20.6,523.24,1247.38,"M"
"651600_2012",651600,2012,"Florence","CCD",20.9,530.86,1274.59,"M"
"651600_2012",651600,2012,"Florence","CCD",21.1,535.94,1306.35,"F"
"651600_2012",651600,2012,"Florence","CCD",21.2,538.48,1501.39,"F"
"651600_2012",651600,2012,"Florence","CCD",21.5,546.1,1587.57,"F"
"651600_2012",651600,2012,"Florence","CCD",21.7,551.18,1419.74,"M"
"651600_2012",651600,2012,"Florence","CCD",22.5,571.5,1814.37,"F"
"651600_2012",651600,2012,"Florence","CCD",22.6,574.04,1927.77,"F"
"651600_2012",651600,2012,"Florence","CCD",22.6,574.04,1814.37,"F"
"651600_2012",651600,2012,"Florence","CCD",23.4,594.36,1900.55,"F"
"651600_2012",651600,2012,"Florence","CCD",23.6,599.44,2354.14,"F"
"651600_2012",651600,2012,"Florence","CCD",24.6,624.84,2354.14,"F"
"651600_2012",651600,2012,"Florence","CCD",24.8,629.92,2494.76,"F"
"651600_2012",651600,2012,"Florence","CCD",27.5,698.5,3742.14,"F"
"653700_2011",653700,2011,"Florence",NA,11.2,284.48,226.8,"M"
"653700_2011",653700,2011,"Florence",NA,12.2,309.88,226.8,"M"
"653700_2011",653700,2011,"Florence",NA,12.8,325.12,254.01,"M"
"653700_2011",653700,2011,"Florence",NA,12.8,325.12,285.76,"M"
"653700_2011",653700,2011,"Florence",NA,12.8,325.12,285.76,"M"
"653700_2011",653700,2011,"Florence",NA,12.9,327.66,340.19,"M"
"653700_2011",653700,2011,"Florence",NA,13,330.2,312.98,"M"
"653700_2011",653700,2011,"Florence",NA,13.2,335.28,340.19,"M"
"653700_2011",653700,2011,"Florence",NA,13.4,340.36,285.76,"M"
"653700_2011",653700,2011,"Florence",NA,13.4,340.36,312.98,"M"
"653700_2011",653700,2011,"Florence",NA,13.6,345.44,285.76,"M"
"653700_2011",653700,2011,"Florence",NA,14,355.6,312.98,"M"
"653700_2011",653700,2011,"Florence",NA,14.2,360.68,453.59,"M"
"653700_2011",653700,2011,"Florence",NA,14.8,375.92,367.41,"M"
"653700_2011",653700,2011,"Florence",NA,14.8,375.92,539.77,"M"
"653700_2011",653700,2011,"Florence",NA,14.9,378.46,399.16,"M"
"653700_2011",653700,2011,"Florence",NA,15,381,539.77,"M"
"653700_2011",653700,2011,"Florence",NA,15.2,386.08,594.21,"M"
"653700_2011",653700,2011,"Florence",NA,15.2,386.08,512.56,"M"
"653700_2011",653700,2011,"Florence",NA,15.3,388.62,512.56,"M"
"653700_2011",653700,2011,"Florence",NA,15.3,388.62,453.59,"M"
"653700_2011",653700,2011,"Florence",NA,15.5,393.7,512.56,"M"
"653700_2011",653700,2011,"Florence",NA,15.6,396.24,566.99,"M"
"653700_2011",653700,2011,"Florence",NA,15.7,398.78,625.96,"M"
"653700_2011",653700,2011,"Florence",NA,15.7,398.78,539.77,"M"
"653700_2011",653700,2011,"Florence",NA,15.8,401.32,539.77,"M"
"653700_2011",653700,2011,"Florence",NA,15.9,403.86,566.99,"M"
"653700_2011",653700,2011,"Florence",NA,16,406.4,594.21,"M"
"653700_2011",653700,2011,"Florence",NA,16,406.4,566.99,"M"
"653700_2011",653700,2011,"Florence",NA,16.1,408.94,653.17,"M"
"653700_2011",653700,2011,"Florence",NA,16.1,408.94,566.99,"M"
"653700_2011",653700,2011,"Florence",NA,16.2,411.48,566.99,"M"
"653700_2011",653700,2011,"Florence",NA,16.7,424.18,739.36,"M"
"653700_2011",653700,2011,"Florence",NA,16.7,424.18,707.6,"M"
"653700_2011",653700,2011,"Florence",NA,16.8,426.72,566.99,"M"
"653700_2011",653700,2011,"Florence",NA,17,431.8,707.6,"M"
"653700_2011",653700,2011,"Florence",NA,17,431.8,680.39,"M"
"653700_2011",653700,2011,"Florence",NA,17,431.8,739.36,"M"
"653700_2011",653700,2011,"Florence",NA,17.3,439.42,793.79,"M"
"653700_2011",653700,2011,"Florence",NA,17.6,447.04,934.4,"M"
"653700_2011",653700,2011,"Florence",NA,17.9,454.66,766.57,"M"
